Reference,Protocol,Brand,LensMount,ManufacturerURL,Remark,Type,Cable,SupportURL,Message,MaxDelayToComplete,ControlCoverage,Bidirectionnal,Selected,Number,Lens,Network,Base,CameraLensCategory,lensControl,lensType,lensMotor
PXW-X350,Sony 8-Pin,Sony,No-Xchange-Motorized,https://pro.sony/products/handheld-camcorders/pxw-x350,,Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PXW-X500,Sony 8-Pin,Sony,B4-Mount,https://pro.sony/products/shoulder-camcorders/pmw-500,"Sony 8-Pin pour CDC, Ethernet pour broadcast (Tally,……)",Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PXW-Z750-Legacy,Sony 8-Pin,Sony,B4-Mount,https://pro.sony/products/shoulder-camcorders/pxw-z750,,Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PXW-Z90,Not controllable,Sony,No-Xchange-Motorized,https://pro.sony/products/handheld-camcorders/pxw-z90,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,This camera is not remotely controllable.,,0.0,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
HDC-P50,Not still documented,Sony,B4-Mount,https://pro.sony/products/4k-and-hd-camera-systems/hdc-p50,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
PMW-EX1,Not controllable,Sony,No-Xchange-Motorized,https://pro.sony/fr_CH/products/handheld-camcorders/pmw-ex1,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,This camera is not remotely controllable.,,0.0,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
PXW-X200,Not compatible,Sony,No-Xchange-Motorized,https://pro.sony/fr_BE/products/handheld-camcorders/pxw-x200,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,The camera protocol has not been integrated due to the low demand on this camera.,,0.0,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
Ikhd1,Not still documented,Toshiba,Unknown,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
Ikhd5,Not still documented,Toshiba,Unknown,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
PtzOptics,Not still documented,VHD,No-Xchange-Motorized,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
PHD02XP,Not still documented,VisionResearch,Unknown,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
VisionResearch,Not still documented,VisionResearch,B4-Mount,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
Yushida,Not still documented,Yushida,No-Xchange-Motorized,https://www.microdvrcamera.com/product/Bullet-Full-HD-1080p-High-Speed-Auto-Focus-USB-Camera.html,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
